recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
159,Old Time Mincemeat Pie,45 mins,40 mins,7 days 1 hrs 25 mins,8,1 9-inch pie,"1 ¼ pounds round steak, cut into small pieces, 1 cup apple cider, 4  Granny Smith apples - peeled, cored and finely diced, 1 ⅓ cups white sugar, 2 ½ cups dried currants, 2 ½ cups raisins, ½ pound chopped candied mixed fruit peel, ½ cup butter, 1 (16 ounce) jar sour cherry preserves, 1 teaspoon ground ginger, ½ teaspoon ground cloves, ½ teaspoon ground nutmeg, ½ teaspoon ground cinnamon, ½ teaspoon salt, 1 (16 ounce) can pitted sour cherries, drained with liquid reserved, 1 recipe pastry for a 9 inch double crust pie, 2 tablespoons heavy cream","In a Dutch oven, combine beef and apple cider. Bring to a boil, then reduce heat to a simmer. Cover and cook for about 20 minutes, or until meat is tender. Remove meat and coarsely chop, then return it to the pot.
Stir in chopped apples, sugar, currants, raisins, citrus peel, butter and cherry preserves. Add ginger, cloves, nutmeg, cinnamon and salt. Let simmer, uncovered, over low heat until mixture is very thick, about 90 minutes. Stir in cherries and remove from heat.
Refrigerate tightly covered for at least a week before using.
Preheat oven to 350 degrees F (175 degrees C). Put filling in unbaked pie shell and place pastry on top. Crimp edges and poke several holes in top pastry. Brush top with cream and sprinkle with sugar.
Bake in preheated oven for 40 minutes, or until golden brown.",4.9,https://www.allrecipes.com/recipe/22621/old-time-mincemeat-pie/,/Desserts/Pies/Fruit Pies/Mincemeat Pie Recipes/,"Total Fat 38g 48%, Saturated Fat 16g 78%, Cholesterol 80mg 27%, Sodium 521mg 23%, Total Carbohydrate 181g 66%, Dietary Fiber 9g 32%, Total Sugars 82g, Protein 21g, Vitamin C 33mg 164%, Calcium 78mg 6%, Iron 6mg 31%, Potassium 970mg 21%","Prep Time: 45 mins, Cook Time: 40 mins, Additional Time: 7 days, Total Time: 7 days 1 hrs 25 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/WC5I8urzl1AkqPsGenIe_unOSN8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7524631-44359c76070741c2acf6cb757ab6fd2f.jpg
162,Easy Fruit Cobbler,15 mins,1 hrs,1 hrs 15 mins,8,1 to 9 - inch cobbler,"1 cup all-purpose flour, 2 teaspoons baking powder, ¾ cup white sugar, ¾ cup milk, ¼ cup butter, 2 cups sliced fresh peaches","Preheat oven to 325 degrees F (165 degrees C). Melt butter in a 9 x 9 inch baking dish.
Blend together flour, baking powder, sugar, and milk.
Pour batter in baking dish over the butter. Sprinkle fruit on top of the batter, do not stir. Bake for 1 hour or until golden brown.",4.3,https://www.allrecipes.com/recipe/12148/easy-fruit-cobbler/,/Desserts/Fruit Desserts/Peach Dessert Recipes/,"Total Fat 6g 8%, Saturated Fat 4g 20%, Cholesterol 17mg 6%, Sodium 174mg 8%, Total Carbohydrate 34g 12%, Dietary Fiber 0g 1%, Total Sugars 22g, Protein 2g, Vitamin C 14mg 69%, Calcium 102mg 8%, Iron 1mg 5%, Potassium 64mg 1%","Prep Time: 15 mins, Cook Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 8, Yield: 1 to 9 - inch cobbler",https://www.allrecipes.com/thmb/louGkIn2Dm5y7XkU38GJulA23fE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/683912-0eeba4f1164b4c67bb844f6427872822.jpg
167,The Best Cherry Pie,15 mins,48 mins,1 hrs 23 mins,8,1 pie,"1 (15 ounce) package double crust ready-to-use pie crust, 3 cups cherries, pitted, ¾ cup white sugar, 3 tablespoons cornstarch, ¼ teaspoon almond extract, 2 tablespoons salted butter, cut into bits","Preheat oven to 400 degrees F (200 degrees C). Line a baking sheet with aluminum foil. Place bottom pie crust into a 9-inch pie pan; made pricks along the bottom with a fork.
Bake in the preheated oven until pie crust is lightly browned, about 8 minutes. Remove crust from oven and cool for 5 minutes.
Combine cherries, sugar, cornstarch, and almond extract together in a bowl. Pour cherry mixture into the prepared pie pan; dot with butter. Cover with top crusts, crimp the edges to seal, and cut vents into the top with a sharp knife. Place the pie on a foil-covered baking sheet.
Bake in the preheated oven for 30 minutes. If it is browning too fast cover the pie with an aluminum foil tent. Continue baking until crust is golden brown and filling is bubbly, 10 to 20 minutes. Place on a wire rack to cool, about 15 minutes.",4.9,https://www.allrecipes.com/recipe/254501/the-best-cherry-pie/,/Desserts/Pies/Fruit Pies/Cherry Pie Recipes/,"Total Fat 20g 25%, Saturated Fat 6g 30%, Cholesterol 8mg 3%, Sodium 274mg 12%, Total Carbohydrate 53g 19%, Dietary Fiber 3g 11%, Total Sugars 27g, Protein 4g, Vitamin C 4mg 19%, Calcium 14mg 1%, Iron 2mg 9%, Potassium 154mg 3%","Prep Time: 15 mins, Cook Time: 48 mins, Additional Time: 20 mins, Total Time: 1 hrs 23 mins, Servings: 8, Yield: 1 pie",https://www.allrecipes.com/thmb/QGG2WFcHQjXATggLinaK3KBkVc0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3790961-4d940806f2d54964b96acac6722b7d51.jpg
169,Fresh Cherry Crisp,15 mins,45 mins,1 hrs,8,1 - 9x13 inch dish,"4 cups pitted sour cherries, 1 ½ cups white sugar, 4 tablespoons all-purpose flour, 1 ½ cups all-purpose flour, 1 cup old-fashioned oats, 1 cup brown sugar, ½ cup butter, ½ cup shortening","Preheat oven to 375 degrees F (190 degrees C).
In a large bowl, combine cherries, 1 1/2 cups white sugar, and 4 tablespoons flour. Pour into 9x13 inch baking dish. In a medium bowl, combine 1 1/2 cups flour, oats, and brown sugar. Cut in butter and shortening until crumbly. Sprinkle over cherries.
Bake in preheated oven for 45 to 50 minutes, or until topping is golden brown.",4.4,https://www.allrecipes.com/recipe/50341/fresh-cherry-crisp/,/Desserts/Fruit Desserts/Cherry Dessert Recipes/,"Total Fat 26g 33%, Saturated Fat 11g 54%, Cholesterol 31mg 10%, Sodium 90mg 4%, Total Carbohydrate 92g 34%, Dietary Fiber 3g 11%, Total Sugars 62g, Protein 5g, Vitamin C 8mg 39%, Calcium 41mg 3%, Iron 2mg 12%, Potassium 228mg 5%","Prep Time: 15 mins, Cook Time: 45 mins, Total Time: 1 hrs, Servings: 8, Yield: 1 - 9x13 inch dish",https://www.allrecipes.com/thmb/ReohktNePeLcL-ENAOmvHBWHiz8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8025997-88d89582cd2f4ae1b127f022f948d00c.jpg
171,Cherry Dump Cake,10 mins,35 mins,45 mins,12,1 9x13-inch cake,"2 (21 ounce) cans cherry pie filling, 1 (15.25 ounce) package white cake mix, ¼ cup butter, melted, ½ cup coarsely chopped pecans","Preheat the oven to 350 degrees F (175 degrees C).
Spread cherry pie filling over the bottom of a 9x13-inch baking pan. Stir cake mix and butter together into a gooey, clumpy mixture. Break into pieces between your fingers and crumble evenly on top of the cherry filling. Sprinkle pecans on top.
Bake in the preheated oven until golden brown on top, 35 to 40 minutes.",4.4,https://www.allrecipes.com/recipe/277008/cherry-dump-cake/,/Desserts/Fruit Desserts/Cherry Dessert Recipes/,"Total Fat 11g 14%, Saturated Fat 3g 17%, Cholesterol 10mg 3%, Sodium 284mg 12%, Total Carbohydrate 57g 21%, Dietary Fiber 1g 5%, Total Sugars 20g, Protein 2g, Vitamin C 4mg 19%, Calcium 84mg 6%, Iron 1mg 5%, Potassium 166mg 4%","Prep Time: 10 mins, Cook Time: 35 mins, Total Time: 45 mins, Servings: 12, Yield: 1 9x13-inch cake",https://www.allrecipes.com/thmb/BVS5pS221rNOyJvUI_VCPfTqb2s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/cherry-dump-cake-4x3-1-2000-e113f00699314266aecfb81d86d1f784.jpg
172,Chocolate Covered Cherry Cookies,20 mins,10 mins,30 mins,18,18 cookies,"1 cup white sugar, ½ cup butter, 1  egg, 1 ½ teaspoons vanilla extract, 1 ½ cups all-purpose flour, ½ cup unsweetened cocoa powder, ¼ teaspoon salt, ¼ teaspoon baking soda, ¼ teaspoon baking powder, 1 (10 ounce) jar maraschino cherries, ½ cup sweetened condensed milk, 1 cup semisweet chocolate chips","Preheat the oven to 350 degrees F (180 degrees C).
Beat sugar and butter together in a large bowl with an electric mixer until light and fluffy. Add egg and vanilla; beat well. Stir in flour, cocoa powder, salt, baking soda, and baking powder until smooth. Roll dough into walnut-size balls and place 2 inches apart on ungreased cookie sheets. Make an indentation with your thumb in the center of each cookie.
Drain cherries and reserve juice. Place a cherry in the indentation of each cookie ball.
Combine chocolate chips with condensed milk in a saucepan over low heat; stir until chocolate is melted. Stir in 4 teaspoons of cherry juice. Drizzle or spoon about 1 teaspoon of chocolate cherry mixture over each cherry to cover.
Bake in the preheated for 10 minutes. Cool on the baking sheets briefly before removing to a wire rack to cool completely.",4.6,https://www.allrecipes.com/recipe/9979/chocolate-covered-cherry-cookies-ii/,/Desserts/Cookies/Chocolate Cookie Recipes/,"Total Fat 9g 12%, Saturated Fat 6g 28%, Cholesterol 17mg 6%, Sodium 100mg 4%, Total Carbohydrate 36g 13%, Dietary Fiber 2g 6%, Protein 3g, Vitamin C 0mg 1%, Calcium 39mg 3%, Iron 1mg 7%, Potassium 159mg 3%","Prep Time: 20 mins, Cook Time: 10 mins, Total Time: 30 mins, Servings: 18, Yield: 18 cookies",https://www.allrecipes.com/thmb/B6_R5Oj5gRWnAB7dHT-ADOE9Guw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/735071-74d0a4fb2a6d45dba2aa7ece0c2a67f2.jpg
173,Baked Fresh Cherry Pie,30 mins,50 mins,3 hrs 20 mins,8,1 9-inch pie,"1 recipe pastry for a 9 inch double crust pie, 4 tablespoons quick-cooking tapioca, ⅛ teaspoon salt, 1 cup white sugar, 4 cups pitted cherries, ¼ teaspoon almond extract, ½ teaspoon vanilla extract, 1 ½ tablespoons butter","Preheat oven to 400 degrees F (205 degrees C). Place bottom crust in pie pan. Set top crust aside, covered.
In a large mixing bowl combine tapioca, salt, sugar, cherries, and extracts. Let stand 15 minutes. Turn out into bottom crust and dot with butter. Cover with top crust, flute edges and cut vents in top. Place pie on a foil-lined cookie sheet--in case of drips!
Bake for 50 minutes in the preheated oven, until golden brown. Let cool for several hours before slicing.",4.6,https://www.allrecipes.com/recipe/12245/baked-fresh-cherry-pie/,/Desserts/Pies/Fruit Pies/Cherry Pie Recipes/,"Total Fat 18g 23%, Saturated Fat 5g 26%, Cholesterol 6mg 2%, Sodium 286mg 12%, Total Carbohydrate 61g 22%, Dietary Fiber 3g 12%, Total Sugars 35g, Protein 4g, Vitamin C 5mg 26%, Calcium 17mg 1%, Iron 2mg 9%, Potassium 193mg 4%","Prep Time: 30 mins, Cook Time: 50 mins, Additional Time: 2 hrs, Total Time: 3 hrs 20 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/MwnEyZuUJIw-ab3UqQjGB4pNsw4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4537555-3774cdb4ef8547d19f582d18668b7092.jpg
174,Dried Cherry Cake,,,,12,1 to 9 - inch round cake,"½ cup chopped dried cherries, ½ cup hot water, ½ teaspoon almond extract, 1 ½ cups all-purpose flour, 2 teaspoons baking powder, ¼ teaspoon salt, 1 cup white sugar, 1 (8 ounce) container vanilla yogurt, ½ cup vegetable oil, 1  egg, 1  egg white, ¼ cup chopped pecans, 1 tablespoon white sugar","Combine cherries, hot water, and almond extract: let stand 20 minutes. Drain cherries, and pat dry between layers of paper towels. Set aside.
In a large bowl, combine flour, salt, baking powder, and 1 cup white sugar. Add yogurt, eggs, and oil. Stir well. Fold in cherries. Pour batter into a greased and floured 9 inch round cake pan.
Stir pecans and 1 tablespoon white sugar together. Sprinkle on top of batter in pan.
Bake at 350 degrees F (175 degrees C) for 35 minutes, or until wooden pick comes out clean. Cool in pan on wire rack 10 minutes. Serve warm, or at room temperature.",4.6,https://www.allrecipes.com/recipe/7436/dried-cherry-cake/,/Desserts/Cakes/Coffee Cake Recipes/,"Total Fat 12g 15%, Saturated Fat 2g 8%, Cholesterol 16mg 5%, Sodium 154mg 7%, Total Carbohydrate 37g 14%, Dietary Fiber 1g 4%, Total Sugars 23g, Protein 4g, Vitamin C 0mg 1%, Calcium 88mg 7%, Iron 1mg 6%, Potassium 78mg 2%","Servings: 12, Yield: 1 to 9 - inch round cake",https://www.allrecipes.com/thmb/v_szeK_9xLr5DMnnaww8uyA-N2k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8336683-210c50736bc64b7e8b179c7518768740.jpg
175,Chef John's Classic Rice Pudding,5 mins,30 mins,3 hrs 35 mins,4,4 servings,"½ cup uncooked long-grain white rice, ¼ teaspoon kosher salt, 1 cup water, ¼ cup white sugar, 1 ⅓ cups milk, ½ teaspoon vanilla extract, ⅛ teaspoon ground cinnamon, 1  large egg yolk, 1 tablespoon cold butter, 2 tablespoons dried cherries, chopped","Place rice, salt, and water into a saucepan. Bring to a boil over medium-high heat. Reduce heat to low, cover, and cook until tender, about 20 minutes. Remove from heat; sprinkle with sugar and pour in milk. Stir with a whisk until until the thin layer of cooked-on starch at the bottom of the pan is cleared and incorporated into the mixture, 2 or 3 minutes.
Place pan over medium heat, stirring frequently, until it reaches your desired of level of doneness and creaminess, 8 to 10 minutes. The longer it cooks, the thicker and stickier it will be. Remove from heat. Add vanilla and cinnamon. Very quickly whisk in the egg yolk (to prevent it from cooking). Whisk for about 1 more minute. Add butter and dried cherries; stir thoroughly.
Transfer warm pudding to serving dishes. Cool to room temperature. Cover and refrigerate until thoroughly chilled, 3 to 4 hours.









",4.7,https://www.allrecipes.com/recipe/257425/chef-johns-classic-rice-pudding/,/Desserts/Fruit Desserts/Cherry Dessert Recipes/,"Total Fat 6g 7%, Saturated Fat 3g 17%, Cholesterol 65mg 22%, Sodium 180mg 8%, Total Carbohydrate 40g 14%, Dietary Fiber 1g 3%, Total Sugars 19g, Protein 5g, Vitamin C 0mg 1%, Calcium 114mg 9%, Iron 1mg 7%, Potassium 156mg 3%","Prep Time: 5 mins, Cook Time: 30 mins, Additional Time: 3 hrs, Total Time: 3 hrs 35 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/wKAPcrVUr48dhtjPxnj5mk3jgcE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4485991-a9db8ee1c0444ed1bce387de7c2345db.jpg
180,Cherry Winks,,,,30,5 dozen,"¾ cup shortening, 1 cup white sugar, 2  eggs, 2 tablespoons milk, 1 teaspoon vanilla extract, 2 ¼ cups sifted all-purpose flour, 1 teaspoon baking powder, ½ teaspoon baking soda, ½ teaspoon salt, 1 cup chopped pecans, 1 cup dates, pitted and chopped, ⅓ cup maraschino cherries, chopped, 2 ½ cups crushed cornflakes cereal, 10  maraschino cherries, quartered","Preheat oven to 375 degrees F (190 degrees C). Lightly grease baking sheets.
Cream the shortening with the sugar. Blend in the eggs, milk and vanilla.
Sift together the flour, baking powder, baking soda and salt. Add the flour mixture to the creamed mixture and mix well. Stir in the chopped pecans, chopped dates and 1/3 cup maraschino cherries.
Shape teaspoonful sized chunks of dough into balls. Roll each ball in the crushed corn flakes. Place balls on the prepared baking sheets and top each cookie with 1/4 maraschino cherry.
Bake at 375 degrees F (190 degrees C) for 10 to 12 minutes. Let cool completely before storing in airtight containers.",4.7,https://www.allrecipes.com/recipe/11223/cherry-winks/,/Desserts/Fruit Desserts/Cherry Dessert Recipes/,"Total Fat 8g 11%, Saturated Fat 2g 8%, Cholesterol 13mg 4%, Sodium 98mg 4%, Total Carbohydrate 22g 8%, Dietary Fiber 1g 4%, Total Sugars 10g, Protein 2g, Vitamin C 1mg 3%, Calcium 19mg 1%, Iron 1mg 7%, Potassium 72mg 2%","Servings: 30, Yield: 5 dozen",https://www.allrecipes.com/thmb/NkZuBwLc5RlksQSJs0dX3hCBA6Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/768546-9a346e63543948808f1e98313d0aec20.jpg
182,No Bake Fruitcake,,,,18,1 to 12 - x inch cake,"1 pound halved candied cherries, 4 cups chopped pecans, 1 (14 ounce) can sweetened condensed milk, 1 (14 ounce) can coconut milk, 1 cup flaked coconut, 1 cup raisins, 1 teaspoon vanilla extract, 1 (12 ounce) package vanilla wafers, crushed","In a large bowl mix the candied cherries, chopped pecans, sweetened condensed milk, coconut milk, flaked coconut, raisins, vanilla, and crushed vanilla wafers. Batter will be very stiff. Place into pan and store in the refrigerator.",4.3,https://www.allrecipes.com/recipe/7605/no-bake-fruitcake/,/Desserts/Fruit Desserts/Cherry Dessert Recipes/,"Total Fat 29g 37%, Saturated Fat 9g 44%, Cholesterol 7mg 2%, Sodium 116mg 5%, Total Carbohydrate 53g 19%, Dietary Fiber 4g 13%, Total Sugars 32g, Protein 6g, Vitamin C 1mg 6%, Calcium 92mg 7%, Iron 3mg 14%, Potassium 335mg 7%","Servings: 18, Yield: 1 to 12 - x inch cake",https://www.allrecipes.com/thmb/1qlddljmpoy-xpPh41PbQCofNjM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6061307-fc76d0e30e374133bcb0a60809ecd1c0.jpg
183,Vanilla Cherry Ice Cream,3 hrs 15 mins,,5 hrs 15 mins,8,4 cups,"2 cups heavy cream, 1 cup milk, ¾ cup white sugar, 1 tablespoon vanilla extract, 1 teaspoon almond extract, 2 cups fresh cherries, pits removed and cut in half","Combine the cream, milk, and sugar in a bowl. Stir until the sugar is completely dissolved. Stir in the vanilla and almond extract. Add the cherries. Pour the mixture into an ice cream maker and churn according to the manufacturer's instructions. Transfer to a freezer-safe container and freeze for at least 2 hours before serving.",4.6,https://www.allrecipes.com/recipe/143665/vanilla-cherry-ice-cream/,/Desserts/Fruit Desserts/Cherry Dessert Recipes/,"Total Fat 23g 29%, Saturated Fat 14g 71%, Cholesterol 84mg 28%, Sodium 35mg 2%, Total Carbohydrate 28g 10%, Dietary Fiber 1g 3%, Total Sugars 26g, Protein 3g, Vitamin C 3mg 15%, Calcium 80mg 6%, Iron 0mg 1%, Potassium 174mg 4%","Prep Time: 3 hrs 15 mins, Additional Time: 2 hrs, Total Time: 5 hrs 15 mins, Servings: 8, Yield: 4 cups",https://www.allrecipes.com/thmb/OiMFIw0kkzkMEADen9wh5fT5N0U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2373290-ebc2c24878ba494f9fc54a89eb064dd3.jpg
184,Dump Cake V,15 mins,1 hrs,1 hrs 15 mins,18,18 servings,"1 (21 ounce) can cherry pie filling, 1 (20 ounce) can crushed pineapple, drained, 1 (18.25 ounce) package yellow cake mix, 1 cup margarine, melted, 1 cup flaked coconut, ½ cup chopped walnuts","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.
In the prepared dish, layer the cherry pie filling and the drained pineapple. Sprinkle the dry cake mix over the top, covering evenly. Pour the melted margarine over the cake mix, and sprinkle the top with the coconut and chopped walnuts.
Bake 50 to 60 minutes in the preheated oven, until browned and bubbly.",4.6,https://www.allrecipes.com/recipe/8016/dump-cake-v/,/Desserts/Fruit Desserts/Cherry Dessert Recipes/,"Total Fat 17g 21%, Saturated Fat 4g 18%, Cholesterol 1mg 0%, Sodium 324mg 14%, Total Carbohydrate 39g 14%, Dietary Fiber 1g 5%, Total Sugars 19g, Protein 2g, Vitamin C 4mg 22%, Calcium 54mg 4%, Iron 1mg 4%, Potassium 131mg 3%","Prep Time: 15 mins, Cook Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 18, Yield: 18 servings",https://www.allrecipes.com/thmb/brxudjXpMlD0qKpaczz_b2c6-8E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5251266-dump-cake-v-noel-4x3-1-fd5f20669aa845b698d9798950143eb5.jpg
